state,date,households,persons,avg_per_household,avg_per_person,total_cost
Wyoming,2018-02-01,13277,30109,260.72,114.97,3461552
Wyoming,2018-03-01,13416,30308,264.92,117.27,3554151
Wyoming,2018-04-01,13149,29552,262.51,116.8,3451712
Wyoming,2018-05-01,12933,29094,261.51,116.25,3382109
Wyoming,2018-06-01,12698,28691,261.36,115.67,3318704
Wyoming,2018-07-01,12387,27915,259.56,115.18,3215184
Wyoming,2018-08-01,12172,27391,256.43,113.95,3121281
Wyoming,2018-09-01,12004,26987,256.72,114.19,3081651
Alaska,2017-10-01,43017,97854,382.79,168.28,16466622
Alaska,2017-11-01,44286,100337,379.17,167.36,16792003
Alaska,2017-12-01,43726,98512,377.21,167.43,16494076
Alaska,2018-01-01,42141,95057,375.11,166.3,15807579
Alaska,2018-02-01,40586,91833,381.87,168.77,15498594
Alaska,2018-03-01,40119,90745,382.48,169.1,15344655
Alaska,2018-04-01,40167,91453,393.03,172.62,15786675
Alaska,2018-05-01,39390,89731,386.64,169.73,15229773
Alaska,2018-06-01,39383,89853,387.33,169.77,15254111
Alaska,2018-07-01,37854,86382,387.19,169.67,14656778
Alaska,2018-08-01,37741,86149,394.04,172.62,14871458
Alaska,2018-09-01,37776,86034,401.18,176.15,15154793
Arizona,2017-10-01,403825,892481,265.22,120.01,107103353
Arizona,2017-11-01,398735,879897,263.46,119.39,105052152
Arizona,2017-12-01,396166,870979,261.49,118.94,103592396
Arizona,2018-01-01,390794,855050,261.02,119.3,102003375
Arizona,2018-02-01,380644,830877,256.71,117.6,97713445
Arizona,2018-03-01,383107,833146,258.39,118.82,98991469
Arizona,2018-04-01,377866,821241,258.51,118.94,97680239
Arizona,2018-05-01,379064,822835,258.56,119.11,98009189
Arizona,2018-06-01,383328,831993,258.61,119.15,99133151
Arizona,2018-07-01,384136,833390,260.94,120.27,100235401
Arizona,2018-08-01,387025,838416,259.81,119.93,100553134
Arizona,2018-09-01,387196,838485,259.2,119.7,100362594
California,2017-10-01,1973283,4041711,275.47,134.49,543581285
California,2017-11-01,1965392,4025040,273.08,133.34,536712809
California,2017-12-01,1967062,4025533,274.15,133.96,539278436
California,2018-01-01,1966596,4003826,272.39,133.79,535687144
California,2018-02-01,1943041,3969931,273.99,134.1,532379457
California,2018-03-01,1959216,3980048,271.39,133.59,531702424
California,2018-04-01,1943611,3938934,269.86,133.16,524505207
California,2018-05-01,1940828,3922366,269.61,133.4,523262914
California,2018-06-01,1930438,3894395,269.5,133.59,520251195
California,2018-07-01,1923253,3871003,268.52,133.41,516424616
California,2018-08-01,1927173,3875364,268.39,133.47,517228663
California,2018-09-01,1912140,3846268,267.61,133.04,511703493
Guam,2017-10-01,15299,45088,554.44,188.13,8482386
Guam,2017-11-01,15110,44554,558.21,189.31,8434562
Guam,2017-12-01,15238,44826,555.62,188.87,8466494
Guam,2018-01-01,15263,44805,555.91,189.37,8484871
Guam,2018-02-01,15188,44805,553.99,187.79,8414045
Guam,2018-03-01,15227,44749,554.25,188.6,8439554
Guam,2018-04-01,15292,44708,550.56,188.31,8419176
Guam,2018-05-01,15262,45499,559.25,187.59,8535239
Guam,2018-06-01,15715,45595,539.08,185.8,8471644
Guam,2018-07-01,15572,44986,542.85,187.91,8453326
Guam,2018-08-01,15727,45356,540.25,187.33,8496468
Guam,2018-09-01,15448,44722,864.28,298.54,13351393
Hawaii,2017-10-01,85125,166822,470.56,240.12,40056756
Hawaii,2017-11-01,84833,166146,470.37,240.17,39903087
Hawaii,2017-12-01,84480,166262,470.32,238.98,39732748
Hawaii,2018-01-01,84538,165140,463.86,237.46,39213710
Hawaii,2018-02-01,83692,163398,465.87,238.62,38989511
Hawaii,2018-03-01,83720,163222,466.35,239.2,39042444
Hawaii,2018-04-01,83485,162289,464.11,238.75,38746471
Hawaii,2018-05-01,83280,162006,464.91,238.99,38717487
Hawaii,2018-06-01,83472,162499,465.86,239.3,38886607
Hawaii,2018-07-01,83429,162384,465.52,239.17,38838169
Hawaii,2018-08-01,82954,161692,466.48,239.32,38696063
Hawaii,2018-09-01,82815,161550,466.22,239.0,38609992
Idaho,2017-10-01,71200,161591,241.3,106.32,17180636
Idaho,2017-11-01,71021,161011,238.49,105.2,16937571
Idaho,2017-12-01,71488,161966,238.18,105.13,17027123
Idaho,2018-01-01,71990,162945,237.61,104.98,17105429
Idaho,2018-02-01,72069,162836,236.92,104.86,17074837
Idaho,2018-03-01,71472,161420,237.79,105.29,16995437
Idaho,2018-04-01,70569,159307,238.45,105.63,16827219
Idaho,2018-05-01,69690,156933,237.68,105.55,16563714
Idaho,2018-06-01,69102,155075,236.69,105.47,16355900
Idaho,2018-07-01,67611,151046,236.02,105.65,15957748
Idaho,2018-08-01,67518,150781,234.42,104.97,15827651
Idaho,2018-09-01,67015,149387,233.69,104.83,15660772
Nevada,2017-10-01,228361,443318,226.28,116.56,51673870
Nevada,2017-11-01,228322,442936,225.47,116.23,51480749
Nevada,2017-12-01,227568,440988,224.63,115.92,51117685
Nevada,2018-01-01,228620,441924,226.45,117.15,51771948
Nevada,2018-02-01,227903,440064,222.33,115.14,50670252
Nevada,2018-03-01,227811,438835,225.1,116.86,51281192
Nevada,2018-04-01,228019,438624,224.37,116.64,51161315
Nevada,2018-05-01,228121,438055,224.1,116.7,51123022
Nevada,2018-06-01,228943,439369,223.07,116.23,51069980
Nevada,2018-07-01,228458,438216,224.04,116.8,51183980
Nevada,2018-08-01,229248,439822,223.31,116.39,51192659
Nevada,2018-09-01,228100,437137,221.46,115.56,50515288
Oregon,2017-10-01,373354,650990,214.63,123.1,80134361
Oregon,2017-11-01,373219,649861,214.16,122.99,79927128
Oregon,2017-12-01,372369,647852,214.68,123.39,79938926
Oregon,2018-01-01,372894,647921,213.41,122.82,79578552
Oregon,2018-02-01,370686,643068,214.78,123.81,79615251
Oregon,2018-03-01,365062,633996,216.39,124.6,78993945
Oregon,2018-04-01,362792,629284,214.75,123.81,77911028
Oregon,2018-05-01,360880,625861,214.3,123.57,77335422
Oregon,2018-06-01,360976,624840,211.97,122.46,76516408
Oregon,2018-07-01,358578,620166,212.94,123.12,76354015
Oregon,2018-08-01,358276,619273,212.22,122.78,76033130
Oregon,2018-09-01,355502,614529,212.27,122.79,75460822
Washington,2017-10-01,507179,894434,213.62,121.13,108341281
Washington,2017-11-01,506665,892698,213.3,121.06,108070629
Washington,2017-12-01,506725,894194,213.68,121.09,108276183
Washington,2018-01-01,508684,893650,212.44,120.93,108066951
Washington,2018-02-01,508038,890483,210.34,120.0,106859469
Washington,2018-03-01,507010,888003,212.41,121.28,107692589
Washington,2018-04-01,502419,877473,210.17,120.34,105592714
Washington,2018-05-01,500273,870732,209.4,120.31,104759071
Washington,2018-06-01,498479,867054,208.88,120.09,104122238
Washington,2018-07-01,493608,854522,207.99,120.15,102667675
Washington,2018-08-01,492935,852952,208.0,120.21,102530156
Washington,2018-09-01,490400,850732,207.5,119.61,101755599
US Summary,2017-10-01,22142310,46205060,299.22,143.39,6625311590
US Summary,2017-11-01,20813678,42189876,255.57,126.08,5319271491
US Summary,2017-12-01,20475955,41304526,247.75,122.82,5072929600
US Summary,2018-01-01,20376641,41026015,245.42,121.89,5000853663
US Summary,2018-02-01,20093436,40431613,244.53,121.52,4913410499
US Summary,2018-03-01,20106522,40395888,245.89,122.39,4944066905
US Summary,2018-04-01,19908655,39968661,244.34,121.71,4864519482
US Summary,2018-05-01,19873815,39896505,244.72,121.91,4863603810
US Summary,2018-06-01,19823250,39782290,244.72,121.94,4851227577
US Summary,2018-07-01,19704491,39546157,244.51,121.83,4818037160
US Summary,2018-08-01,19656524,39402298,244.94,122.19,4814760381
US Summary,2018-09-01,19535933,39159849,247.11,123.28,4827559776
Connecticut,2018-10-01,217619,376447,232.66,134.5,50630409
Connecticut,2018-11-01,216134,374230,231.99,133.99,50141937
Connecticut,2018-12-01,215283,372079,230.94,133.62,49717875
Connecticut,2019-01-01,215132,371393,446.37,258.56,96027525
Connecticut,2019-02-01,19891,39270,95.23,48.23,1894161
Connecticut,2019-03-01,213248,366453,226.49,131.8,48298979
Connecticut,2019-04-01,212331,364182,225.59,131.53,47900307
Connecticut,2019-05-01,212602,364456,225.68,131.65,47981032
Connecticut,2019-06-01,212355,363578,225.67,131.81,47921516
Connecticut,2019-07-01,212611,364092,225.86,131.89,48021204
Connecticut,2019-08-01,213062,364704,225.77,131.9,48102772
Connecticut,2019-09-01,212861,364474,225.88,131.92,48080883
Maine,2018-10-01,86368,159320,201.27,109.11,17383023
Maine,2018-11-01,85990,158401,200.47,108.83,17238325
Maine,2018-12-01,85243,157026,200.46,108.82,17087989
Maine,2019-01-01,85308,157160,381.86,207.27,32575311
Maine,2019-02-01,5313,10078,216.13,113.94,1148278
Maine,2019-03-01,84826,155564,198.09,108.02,16803461
Maine,2019-04-01,85139,155769,199.13,108.84,16954141
Maine,2019-05-01,85445,156166,199.51,109.16,17046903
Maine,2019-06-01,85564,156232,197.82,108.34,16926406
Maine,2019-07-01,85292,155749,198.46,108.68,16927388
Maine,2019-08-01,85862,156079,196.69,108.2,16888414
Maine,2019-09-01,85996,155648,193.62,106.98,16650888
Massachusetts,2018-10-01,451379,768374,215.54,126.62,97290212
Massachusetts,2018-11-01,451033,767420,213.68,125.58,96374866
Massachusetts,2018-12-01,448876,762672,213.1,125.42,95654353
Massachusetts,2019-01-01,447729,759254,406.55,239.74,182023690
Massachusetts,2019-02-01,49078,83104,183.02,108.08,8982276
Massachusetts,2019-03-01,446236,754623,207.89,122.93,92767066
Massachusetts,2019-04-01,445664,752757,206.69,122.37,92116494
Massachusetts,2019-05-01,446143,752862,207.44,122.93,92548407
Massachusetts,2019-06-01,447612,754843,206.85,122.66,92589386
Massachusetts,2019-07-01,450879,759398,206.61,122.67,93155637
Massachusetts,2019-08-01,453658,762684,207.51,123.43,94138216
Massachusetts,2019-09-01,455252,764203,205.4,122.36,93507863
New Hampshire,2018-10-01,40944,79727,198.37,101.88,8122185
New Hampshire,2018-11-01,40803,79137,196.45,101.29,8015584
New Hampshire,2018-12-01,40376,78053,197.16,101.99,7960721
New Hampshire,2019-01-01,40708,78653,376.5,194.86,15326545
New Hampshire,2019-02-01,2880,5614,171.8,88.13,494774
New Hampshire,2019-03-01,39972,76762,194.09,101.07,7758137
New Hampshire,2019-04-01,39760,76113,194.45,101.58,7731320
New Hampshire,2019-05-01,39479,75411,193.44,101.27,7636791
New Hampshire,2019-06-01,39015,74354,192.66,101.09,7516813
New Hampshire,2019-07-01,38754,73837,191.87,100.71,7435786
New Hampshire,2019-08-01,38777,73775,192.23,101.04,7454121
New Hampshire,2019-09-01,38747,73506,191.92,101.17,7436414
New York,2018-10-01,1536243,2727462,243.29,137.04,373759666
New York,2018-11-01,1527245,2706697,242.18,136.65,369873312
New York,2018-12-01,1527054,2702602,242.28,136.9,369977403
New York,2019-01-01,1531428,2705107,459.34,260.04,703444905
New York,2019-02-01,1526845,2690578,17.63,10.0,26916871
New York,2019-03-01,1522410,2681717,237.79,134.99,362010122
New York,2019-04-01,1514547,2662511,237.06,134.85,359045704
New York,2019-05-01,1505591,2642450,237.86,135.53,358120510
New York,2019-06-01,1496844,2623177,237.3,135.41,355193679
New York,2019-07-01,1492844,2613091,237.73,135.81,354891169
New York,2019-08-01,1486402,2598826,238.55,136.44,354587072
New York,2019-09-01,1481195,2586186,237.51,136.03,351797553
Rhode Island,2018-10-01,93735,157948,230.37,136.72,21593908
Rhode Island,2018-11-01,94543,158750,221.25,131.77,20917736
Rhode Island,2018-12-01,93709,157079,229.31,136.8,21488652
Rhode Island,2019-01-01,92394,155099,422.51,251.69,39037563
Rhode Island,2019-02-01,9771,20281,193.92,93.42,1894746
Rhode Island,2019-03-01,90976,151822,222.69,133.44,20259048
Rhode Island,2019-04-01,90212,150288,222.4,133.5,20063409
Rhode Island,2019-05-01,90057,149735,221.48,133.21,19946267
Rhode Island,2019-06-01,89668,148929,220.66,132.85,19785946
Rhode Island,2019-07-01,89808,148914,220.76,133.14,19826007
Rhode Island,2019-08-01,89278,148087,220.92,133.19,19723052
Rhode Island,2019-09-01,89192,147857,220.73,133.15,19687230
Vermont,2018-10-01,40158,71176,215.03,121.32,8635017
Vermont,2018-11-01,40223,71400,214.19,120.66,8615248
Vermont,2018-12-01,40295,71494,214.76,121.04,8653570
Vermont,2019-01-01,62010,119143,258.99,134.8,16060274
Vermont,2019-02-01,5609,9920,188.7,106.7,1058444
Vermont,2019-03-01,39748,69854,211.96,120.61,8424871
Vermont,2019-04-01,39351,68932,208.8,119.2,8216475
Vermont,2019-05-01,39081,68257,210.97,120.79,8244917
Vermont,2019-06-01,38836,67606,210.4,120.86,8171043
Vermont,2019-07-01,38594,67136,208.47,119.84,8045744
Vermont,2019-08-01,38592,67195,210.21,120.73,8112482
Vermont,2019-09-01,38579,67209,207.64,119.19,8010589
Delaware,2018-10-01,66592,136252,239.06,116.84,15919691
Delaware,2018-11-01,66006,135049,239.88,117.24,15833430
Delaware,2018-12-01,65572,134116,234.35,114.58,15366657
Delaware,2019-01-01,67688,138562,439.14,214.52,29724419
Delaware,2019-02-01,4591,9847,230.54,107.49,1058418
Delaware,2019-03-01,63714,130125,232.83,114.0,14834373
Delaware,2019-04-01,62920,128321,231.31,113.42,14553838
Delaware,2019-05-01,62535,127545,231.6,113.55,14483248
Delaware,2019-06-01,61742,125758,231.84,113.82,14314398
Delaware,2019-07-01,60991,124488,230.57,112.97,14062844
Delaware,2019-08-01,61275,125239,232.46,113.73,14243888
Delaware,2019-09-01,59840,122139,229.67,112.52,13743381
District of Columbia,2018-10-01,67986,119885,224.31,127.2,15249635
District of Columbia,2018-11-01,67629,113646,223.9,133.24,15141978
District of Columbia,2018-12-01,67028,111266,223.91,134.89,15008526
District of Columbia,2019-01-01,65819,109580,411.2,246.98,27064549
District of Columbia,2019-02-01,59489,99991,228.92,136.2,13618339
District of Columbia,2019-03-01,6196,10249,288.9,174.65,1790034
District of Columbia,2019-04-01,64035,106298,217.55,131.06,13931081
District of Columbia,2019-05-01,64060,106340,222.57,134.08,14257641
District of Columbia,2019-06-01,64202,106575,216.2,130.24,13880687
District of Columbia,2019-07-01,64691,109146,217.22,128.74,14051870
District of Columbia,2019-08-01,65330,110383,212.82,125.96,13903720
District of Columbia,2019-09-01,65410,111402,216.8,127.29,14180853
Maryland,2018-10-01,341809,637966,222.53,119.23,76063984
Maryland,2018-11-01,339964,633655,221.44,118.8,75280214
Maryland,2018-12-01,337043,626738,248.48,133.63,83749092
Maryland,2019-01-01,337895,627002,406.27,218.94,137276660
Maryland,2019-02-01,16327,30774,544.25,288.75,8885916
Maryland,2019-03-01,333753,616315,217.18,117.61,72482928
Maryland,2019-04-01,332146,612581,213.25,115.62,70829362
Maryland,2019-05-01,331601,611598,213.28,115.64,70722782
Maryland,2019-06-01,330887,610677,213.5,115.68,70642858
Maryland,2019-07-01,331092,610523,213.18,115.61,70581258
Maryland,2019-08-01,333459,615096,214.02,116.03,71368280
Maryland,2019-09-01,332027,612399,213.13,115.56,70766332
New Jersey,2018-10-01,366108,731983,225.84,112.96,82681979
New Jersey,2018-11-01,363398,725753,225.22,112.77,81844482
New Jersey,2018-12-01,361021,721400,224.42,112.31,81019453
New Jersey,2019-01-01,363628,728496,422.07,210.68,153478098
New Jersey,2019-02-01,15504,30804,218.71,110.08,3390934
New Jersey,2019-03-01,353257,703228,219.78,110.4,77637945
New Jersey,2019-04-01,350174,695964,226.51,113.97,79319308
New Jersey,2019-05-01,350208,695525,226.86,114.23,79447283
New Jersey,2019-06-01,349069,692664,226.47,114.13,79053572
New Jersey,2019-07-01,347341,690006,226.48,114.01,78664779
New Jersey,2019-08-01,347963,690789,226.85,114.27,78934003
New Jersey,2019-09-01,344237,682918,226.84,114.34,78086860
Pennsylvania,2018-10-01,953070,1791564,224.43,119.39,213898255
Pennsylvania,2018-11-01,949366,1780497,222.81,118.8,211527962
Pennsylvania,2018-12-01,945533,1769604,223.08,119.2,210931556
Pennsylvania,2019-01-01,945432,1768620,432.34,231.11,408749990
Pennsylvania,2019-02-01,93193,196429,129.42,61.4,12061046
Pennsylvania,2019-03-01,939194,1748715,220.54,118.45,207129488
Pennsylvania,2019-04-01,938729,1747214,218.4,117.34,205014079
Pennsylvania,2019-05-01,937782,1741489,232.54,125.22,218072554
Pennsylvania,2019-06-01,938895,1741026,225.43,121.57,211652374
Pennsylvania,2019-07-01,941757,1746086,216.77,116.92,204147534
Pennsylvania,2019-08-01,947660,1755663,218.74,118.07,207288802
Pennsylvania,2019-09-01,943248,1744769,215.45,116.48,203222944
Virginia,2018-10-01,345364,715559,247.65,119.53,85529568
Virginia,2018-11-01,345334,716022,239.04,115.29,82548894
Virginia,2018-12-01,344002,711323,240.3,116.21,82662078
Virginia,2019-01-01,344477,709491,468.14,227.3,161264927
Virginia,2019-02-01,49677,102350,241.47,117.2,11995411
Virginia,2019-03-01,343426,704973,242.64,118.2,83328226
Virginia,2019-04-01,342330,701304,240.65,117.47,82382972
Virginia,2019-05-01,341866,700353,241.64,117.95,82609842
Virginia,2019-06-01,341854,700418,242.33,118.27,82841080
Virginia,2019-07-01,341153,698607,240.77,117.58,82140202
Virginia,2019-08-01,341570,699837,242.19,118.21,82725764
Virginia,2019-09-01,341208,698350,241.35,117.92,82351202
Virgin Islands,2018-10-01,14166,28683,348.45,172.09,4936176
Virgin Islands,2018-11-01,13384,27069,319.08,157.76,4270501
Virgin Islands,2018-12-01,12603,25662,320.62,157.46,4040818
Virgin Islands,2019-01-01,11964,24527,630.18,307.39,7539447
Virgin Islands,2019-02-01,822,1726,235.31,112.07,193425
Virgin Islands,2019-03-01,10450,21387,340.02,166.14,3553182
Virgin Islands,2019-04-01,9862,20381,335.37,162.28,3307427
Virgin Islands,2019-05-01,10118,20934,332.46,160.69,3363794
Virgin Islands,2019-06-01,10194,21099,333.37,161.07,3398399
Virgin Islands,2019-07-01,10339,21370,333.63,161.41,3449351
Virgin Islands,2019-08-01,10395,21511,334.65,161.72,3478700
Virgin Islands,2019-09-01,10439,21623,336.05,162.24,3508023
West Virginia,2018-10-01,162244,311863,211.82,110.2,34366157
West Virginia,2018-11-01,161116,309086,209.51,109.21,33755454
West Virginia,2018-12-01,159867,305468,209.27,109.52,33455614
West Virginia,2019-01-01,163826,314042,387.04,201.91,63407313
West Virginia,2019-02-01,10927,22907,328.47,156.68,3589182
West Virginia,2019-03-01,159568,303538,205.21,107.88,32744189
West Virginia,2019-04-01,158856,302044,204.63,107.62,32506593
West Virginia,2019-05-01,159008,302274,204.16,107.4,32463803
West Virginia,2019-06-01,159975,304345,203.75,107.1,32595506
West Virginia,2019-07-01,159699,303102,205.37,108.2,32797125
West Virginia,2019-08-01,160602,305640,205.93,108.21,33073144
West Virginia,2019-09-01,161612,307638,205.1,107.74,33145870
Alabama,2018-10-01,352543,748755,257.11,121.06,90640836
Alabama,2018-11-01,350510,743517,252.18,118.88,88391600
Alabama,2018-12-01,348807,739258,253.48,119.6,88413840
Alabama,2019-01-01,346977,734098,472.07,223.13,163797737
Alabama,2019-02-01,1663,3926,4496.95,1904.84,7478420
Alabama,2019-03-01,342619,723596,248.63,117.72,85184474
Alabama,2019-04-01,339982,717163,247.17,117.17,84031740
Alabama,2019-05-01,339642,716989,248.47,117.7,84389364
Alabama,2019-06-01,339857,717564,248.98,117.92,84618427
Alabama,2019-07-01,340639,718523,248.7,117.9,84716418
Alabama,2019-08-01,341995,721299,249.62,118.35,85367868
Alabama,2019-09-01,341373,719827,249.09,118.13,85034162
Florida,2018-10-01,1606761,2996302,226.1,121.25,363289185
Florida,2018-11-01,1644826,3073877,224.95,120.37,369998096
Florida,2018-12-01,1585037,2944370,219.89,118.37,348529002
Florida,2019-01-01,1559702,2888654,390.37,210.78,608867822
Florida,2019-02-01,214313,473190,262.88,119.06,56338014
Florida,2019-03-01,1509558,2780799,215.73,117.11,325661693
Florida,2019-04-01,1499980,2765663,216.25,117.28,324369732
Florida,2019-05-01,1507038,2779400,217.0,117.66,327033066
